Club,Boat Type,Sub Category,Rank,Event
NEWCASTLE UNIVERSITY,4+,MInt4+,2,BUCS Head 2018
DURHAM UNIVERSITY,4+,MInt4+,3,BUCS Head 2018
UNIVERSITY OF LONDON,4+,MInt4+,4,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,4+,MInt4+,5,BUCS Head 2018
IMPERIAL COLLEGE LONDON,4+,MInt4+,6,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),4+,MInt4+,7,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,MInt4+,8,BUCS Head 2018
UNIVERSITY OF SURREY,4+,MInt4+,9,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),4+,MInt4+,10,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,4+,MInt4+,11,BUCS Head 2018
UNIVERSITY OF ABERDEEN,4+,MInt4+,12,BUCS Head 2018
LANCASTER UNIVERSITY,4+,MInt4+,13,BUCS Head 2018
DURHAM UNIVERSITY,4+,MInt4+,14,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,MInt4+,15,BUCS Head 2018
UNIVERSITY OF EXETER,4+,MInt4+,16,BUCS Head 2018
KING'S COLLEGE LONDON,4+,MInt4+,17,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,MInt4+,18,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,4+,MInt4+,19,BUCS Head 2018
UNIVERSITY OF LEEDS,4+,MInt4+,20,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,4+,MInt4+,21,BUCS Head 2018
UNIVERSITY OF MANCHESTER,4+,MInt4+,22,BUCS Head 2018
UNIVERSITY OF BATH,4+,MInt4+,23,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,4+,MInt4+,24,BUCS Head 2018
UNIVERSITY OF STRATHCLYDE,4+,MInt4+,25,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,4+,MInt4+,26,BUCS Head 2018
UNIVERSITY OF DUNDEE,4+,MInt4+,27,BUCS Head 2018
UNIVERSITY OF GLASGOW,4+,MInt4+,28,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4+,MInt4+,29,BUCS Head 2018
LANCASTER UNIVERSITY,4+,MInt4+,30,BUCS Head 2018
UNIVERSITY OF MANCHESTER,4+,MInt4+,31,BUCS Head 2018
BIRMINGHAM CITY UNIVERSITY,4+,MInt4+,32,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,MInt4+,33,BUCS Head 2018
UNIVERSITY OF LEEDS,4+,MInt4+,34,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,MInt4+,35,BUCS Head 2018
DURHAM UNIVERSITY,4+,MInt4+,-,BUCS Head 2018
NEWCASTLE UNIVERSITY,4+,MInt4+,TO,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,MInt4+,SCR,BUCS Head 2018
READING UNIVERSITY,4x,MC4x,1,BUCS Head 2018
NEWCASTLE UNIVERSITY,4x,MC4x,2,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4x,MC4x,3,BUCS Head 2018
IMPERIAL COLLEGE LONDON,4x,MC4x,4,BUCS Head 2018
UNIVERSITY OF BATH,4x,MC4x,5,BUCS Head 2018
UNIVERSITY OF EXETER,4x,MC4x,6,BUCS Head 2018
READING UNIVERSITY,4x,MInt4x,1,BUCS Head 2018
NEWCASTLE UNIVERSITY,4x,MInt4x,2,BUCS Head 2018
READING UNIVERSITY,4x,MInt4x,3,BUCS Head 2018
UNIVERSITY OF LONDON,4x,MInt4x,4,BUCS Head 2018
UNIVERSITY OF MANCHESTER,4x,MInt4x,5,BUCS Head 2018
NOTTINGHAM TRENT UNIVERSITY,4x,MInt4x,6,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,4x,MInt4x,7,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),4x,MInt4x,8,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4x,MInt4x,9,BUCS Head 2018
NEWCASTLE UNIVERSITY,4x,MInt4x,10,BUCS Head 2018
UNIVERSITY OF WORCESTER,4x,MInt4x,11,BUCS Head 2018
DURHAM UNIVERSITY,4x,MInt4x,12,BUCS Head 2018
UNIVERSITY OF BATH,4x,MInt4x,13,BUCS Head 2018
ROBERT GORDON UNIVERSITY,4x,MInt4x,14,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4x,MInt4x,15,BUCS Head 2018
UNIVERSITY OF YORK,4x,MInt4x,16,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,4x,MInt4x,17,BUCS Head 2018
READING UNIVERSITY,4x,MInt4x,18,BUCS Head 2018
UNIVERSITY OF LEEDS,4x,MInt4x,19,BUCS Head 2018
KEELE UNIVERSITY,4x,MInt4x,20,BUCS Head 2018
UNIVERSITY OF GLASGOW,4x,MInt4x,21,BUCS Head 2018
UNIVERSITY OF DERBY,4x,MInt4x,22,BUCS Head 2018
DURHAM UNIVERSITY,4x,MInt4x,-,BUCS Head 2018
UNIVERSITY OF LONDON,4-,MC4-,1,BUCS Head 2018
DURHAM UNIVERSITY,4-,MC4-,2,BUCS Head 2018
NEWCASTLE UNIVERSITY,4-,MC4-,3,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4-,MC4-,4,BUCS Head 2018
IMPERIAL COLLEGE LONDON,4-,MC4-,5,BUCS Head 2018
UNIVERSITY OF BATH,4-,MC4-,6,BUCS Head 2018
UNIVERSITY OF STRATHCLYDE,4-,MC4-,7,BUCS Head 2018
UNIVERSITY OF GLASGOW,4-,MC4-,8,BUCS Head 2018
UNIVERSITY OF SUSSEX,4-,MC4-,9,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,4-,MC4-,10,BUCS Head 2018
UNIVERSITY OF BRISTOL,4-,MC4-,11,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4-,MC4-,SCR,BUCS Head 2018
NEWCASTLE UNIVERSITY,4-,MCLwt4-,1,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4-,MCLwt4-,2,BUCS Head 2018
UNIVERSITY OF BRISTOL,4-,MCLwt4-,3,BUCS Head 2018
UNIVERSITY OF GLASGOW,4-,MCLwt4-,4,BUCS Head 2018
UNIVERSITY OF EXETER,4-,MCLwt4-,5,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,4-,MCLwt4-,8,BUCS Head 2018
UNIVERSITY OF LONDON,8+,MC8+,1,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,MC8+,2,BUCS Head 2018
IMPERIAL COLLEGE LONDON,8+,MC8+,3,BUCS Head 2018
DURHAM UNIVERSITY,8+,MC8+,4,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,MC8+,5,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,MC8+,6,BUCS Head 2018
UNIVERSITY OF EXETER,8+,MC8+,7,BUCS Head 2018
UNIVERSITY OF BATH,8+,MC8+,8,BUCS Head 2018
UNIVERSITY OF GLASGOW,8+,MC8+,9,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,8+,MC8+,10,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,MInt8+,1,BUCS Head 2018
UNIVERSITY OF LONDON,8+,MInt8+,2,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,MInt8+,3,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,MInt8+,4,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,MInt8+,5,BUCS Head 2018
UNIVERSITY OF LONDON,8+,MInt8+,6,BUCS Head 2018
IMPERIAL COLLEGE LONDON,8+,MInt8+,7,BUCS Head 2018
UNIVERSITY OF WARWICK,8+,MInt8+,8,BUCS Head 2018
UNIVERSITY OF LONDON,8+,MInt8+,9,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,8+,MInt8+,10,BUCS Head 2018
UNIVERSITY OF LEEDS,8+,MInt8+,11,BUCS Head 2018
UNIVERSITY OF SURREY,8+,MInt8+,12,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,8+,MInt8+,13,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),8+,MInt8+,14,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,15,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,MInt8+,16,BUCS Head 2018
KING'S COLLEGE LONDON,8+,MInt8+,17,BUCS Head 2018
UNIVERSITY OF STRATHCLYDE,8+,MInt8+,18,BUCS Head 2018
UNIVERSITY OF BRISTOL,8+,MInt8+,19,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,20,BUCS Head 2018
UNIVERSITY OF BIRMINGHAM,8+,MInt8+,21,BUCS Head 2018
UNIVERSITY OF GLASGOW,8+,MInt8+,22,BUCS Head 2018
UNIVERSITY OF EXETER,8+,MInt8+,23,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),8+,MInt8+,24,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,MInt8+,25,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,26,BUCS Head 2018
UNIVERSITY OF BATH,8+,MInt8+,27,BUCS Head 2018
LANCASTER UNIVERSITY,8+,MInt8+,28,BUCS Head 2018
UNIVERSITY OF MANCHESTER,8+,MInt8+,29,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,30,BUCS Head 2018
UNIVERSITY OF EDINBURGH,8+,MInt8+,31,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,8+,MInt8+,32,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,33,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,8+,MInt8+,34,BUCS Head 2018
BANGOR UNIVERSITY,8+,MInt8+,35,BUCS Head 2018
LANCASTER UNIVERSITY,8+,MInt8+,36,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,8+,MInt8+,37,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,8+,MInt8+,38,BUCS Head 2018
UNIVERSITY OF SALFORD,8+,MInt8+,39,BUCS Head 2018
UNIVERSITY OF DUNDEE,8+,MInt8+,40,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,8+,MInt8+,41,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,TO,BUCS Head 2018
UNIVERSITY OF YORK,8+,MInt8+,SCR,BUCS Head 2018
UNIVERSITY OF SURREY,8+,MInt8+,SCR,BUCS Head 2018
NEWCASTLE UNIVERSITY,8+,MInt8+,TO,BUCS Head 2018
DURHAM UNIVERSITY,8+,MInt8+,-,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4x,MCLwt4x,1,BUCS Head 2018
READING UNIVERSITY,4x,MCLwt4x,2,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4x,MCLwt4x,3,BUCS Head 2018
UNIVERSITY OF SUSSEX,4x,MCLwt4x,4,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4x,MCLwt4x,5,BUCS Head 2018
UNIVERSITY OF BRISTOL,4x,MCLwt4x,6,BUCS Head 2018
UNIVERSITY OF BATH,4x,MCLwt4x,7,BUCS Head 2018
UNIVERSITY OF EXETER,4x,MCLwt4x,8,BUCS Head 2018
AGECROFT RC - M JENNER,1x,ELI.1x,1,Chester LDS 2018
AGECROFT RC - J BROWN,1x,ELI.1x,2,Chester LDS 2018
ROYAL CHESTER RC - J MCGARVA,1x,ELI.1x,3,Chester LDS 2018
ROYAL CHESTER RC - H MCGARVA,1x,SEN.1x,1,Chester LDS 2018
GROSVENOR RC - P RANDALL,1x,SEN.1x,2,Chester LDS 2018
TRENTHAM BC- J ANDERSON,1x,IM1.1x,1,Chester LDS 2018
ROYAL CHESTER RC- H HUNTER,1x,IM1.1x,2,Chester LDS 2018
YORK CITY- B BOLLANS,1x,IM1.1x,3,Chester LDS 2018
TRENTHAM BC- T CHESWORTH,1x,IM3.1x,1,Chester LDS 2018
BRADFORD ARD- O TOOLE,1x,IM3.1x,2,Chester LDS 2018
YORK CITY- C BARKER,1x,IM3.1x,3,Chester LDS 2018
MERSEY RC- C AYRE,1x,IM3.1x,4,Chester LDS 2018
GROSVENOR RC - C WEAVER,1x,NOV.1x,1,Chester LDS 2018
THE KING'S SCHOOL CHESTER - S MOIR,1x,NOV.1x,2,Chester LDS 2018
YORK CITY RC - J BENNETT,1x,NOV.1x,3,Chester LDS 2018
NORTHWICH RC - O WHITE,1x,NOV.1x,4,Chester LDS 2018
YORK CITY RC - J MEEK,1x,NOV.1x,5,Chester LDS 2018
ROYAL CHESTER RC - Z HASHMI,1x,NOV.1x,6,Chester LDS 2018
MERCHANT TAYLORS' SCHOOL - W TAIT,1x,NOV.1x,7,Chester LDS 2018
TRENTHAM BC - L WARRINGTON,1x,MaA/B.1x,1,Chester LDS 2018
MERSEY RC- A COYNE,1x,MaA/B.1x,2,Chester LDS 2018
GROSVENOR RC - P TURNER,1x,MasC.1x,1,Chester LDS 2018
YORK CITY RC - J FRICKER,1x,MasC.1x,2,Chester LDS 2018
YORK CITY RC - P BARON,1x,MasC.1x,3,Chester LDS 2018
NORTH STAFFORDSHIRE RC - M SILVESTER,1x,MasC.1x,4,Chester LDS 2018
BRADFORD ARC - N THACKWRAY,1x,MasC.1x,5,Chester LDS 2018
GROSVENOR RC - I JONES,1x,MasD.1x,1=,Chester LDS 2018
MERSEY RC - M TRAYNOR,1x,MasD.1x,1=,Chester LDS 2018
GROSVENOR RC - P JOHNSTON,1x,MasD.1x,3,Chester LDS 2018
GROSVENOR RC - G MOIR,1x,MasD.1x,4,Chester LDS 2018
BRADFORD ARC - C SMITH,1x,MasD.1x,5,Chester LDS 2018
GROSVENOR RC - N MCDONALD,1x,MasD.1x,6,Chester LDS 2018
STOURPORT BC - S BARNETT,1x,MasD.1x,7,Chester LDS 2018
NORTH STAFFORDSHIRE RC - M FOSTER,1x,MasD.1x,8,Chester LDS 2018
CASTLE SEMPLE RC - M HOLMES,1x,MasE.1x,1,Chester LDS 2018
GROSVENOR RC - M TILSTON,1x,MasE.1x,2,Chester LDS 2018
HOLLINGWORTH LAKE RC - K LAWTON,1x,MasE.1x,3,Chester LDS 2018
HOLLINGWORTH LAKE RC - T BOOTH,1x,MasE.1x,4,Chester LDS 2018
ROYAL CHESTER RC - J MCGARVA,1x,MasE.1x,5,Chester LDS 2018
HOLLINGWORTH LAKE RC - D SYKES,1x,MasE.1x,6,Chester LDS 2018
ROYAL CHESTER RC - G MILLER,1x,MasE.1x,7,Chester LDS 2018
PENGWERN BC - B NIGHTINGALE,1x,MasE.1x,8,Chester LDS 2018
GROSVENOR RC - S WALKER,1x,MasG/H.1x,1,Chester LDS 2018
PENGWERN BC - P SUMMERS,1x,MasG/H.1x,2,Chester LDS 2018
ROYAL CHESTER RC - P JARVIS,1x,MasG/H.1x,3,Chester LDS 2018
GROSVENOR RC - J MCMAHON,1x,MasG/H.1x,4,Chester LDS 2018
PENGWERN BC - C HAYTON,1x,MasG/H.1x,5,Chester LDS 2018
HOLLINGWORTH LAKE RC - T SWITHENBANK,1x,J18A.1x,1,Chester LDS 2018
NORTHWICH RC - J BURKE,1x,J18A.1x,2,Chester LDS 2018
YORK CITY RC - A HANCOCK,1x,J18A.1x,3,Chester LDS 2018
MERCHANT TAYLORS' SCHOOL - R CARNEY,1x,J18A.1x,4,Chester LDS 2018
LANCASTER SCHOOLS RA - S GELDER,1x,J18A.1x,5,Chester LDS 2018
TRENTHAM BC - K DUNCAN-LEWIS,1x,J18A.1x,6,Chester LDS 2018
THE KING'S SCHOOL CHESTER - R CLARK,1x,J18A.1x,7,Chester LDS 2018
THE KING'S SCHOOL CHESTER - T RAMSBOTTOM,1x,J18A.1x,8,Chester LDS 2018
TRAFFORD RC - S JOHNSON,1x,J18A.1x,9,Chester LDS 2018
TRAFFORD RC - R STOBART,1x,J18A.1x,10,Chester LDS 2018
TRAFFORD RC - A LOATES,1x,J18A.1x,11,Chester LDS 2018
AGECROFT RC - P PHILLIPS,1x,J17A.1x,1,Chester LDS 2018
THE KING'S SCHOOL CHESTER - O IRVINE,1x,J17A.1x,2,Chester LDS 2018
TRENTHAM BC - J PARRISH,1x,J17A.1x,3,Chester LDS 2018
THE KING'S SCHOOL CHESTER - J ROBERTS,1x,J17A.1x,4,Chester LDS 2018
TRENTHAM BC - G PARRISH,1x,J17A.1x,5,Chester LDS 2018
HOLLINGWORTH LAKE RC - H HEYWOOD,1x,J17A.1x,6,Chester LDS 2018
THE KING'S SCHOOL CHESTER - O PARSONAGE,1x,J17A.1x,7,Chester LDS 2018
TRAFFORD RC - J SMITH,1x,J17A.1x,8,Chester LDS 2018
THE KING'S SCHOOL CHESTER - W MEAKIN,1x,J17A.1x,9,Chester LDS 2018
NOTTINGHAM & UNION RC - J FORWARD,1x,J16A.1x,1,Chester LDS 2018
HOLLINGWORTH LAKE RC - M PHILLIPS,1x,J16A.1x,2,Chester LDS 2018
HOLLINGWORTH LAKE RC - J DIVER,1x,J16A.1x,3,Chester LDS 2018
TRENTHAM BC - J ANDERSON,1x,J16A.1x,4,Chester LDS 2018
TRAFFORD RC - A BENNETT,1x,J16A.1x,5,Chester LDS 2018
NORTH STAFFORDSHIRE RC - H NORTON,1x,J16A.1x,6,Chester LDS 2018
ROYAL CHESTER RC,4x,IM2.4x-,1,Chester LDS 2018
GROSVENOR RC,4x,IM2.4x-,2,Chester LDS 2018
BRADFORD ARC,4x,IM2.4x-,3,Chester LDS 2018
NORTHWICH RC,4x,J18A.4x-,1,Chester LDS 2018
TORK CITY RC,4x,J18A.4x-,2,Chester LDS 2018
THE KINGS SCHOOL CHESTER,4x,J18A.4x-,3,Chester LDS 2018
TRENTHAM BC,4x,J16A.4x-,1,Chester LDS 2018
YORK CITY RC,4x,J16A.4x-,2,Chester LDS 2018
NORTHWICH RC,4x,J16A.4x-,3,Chester LDS 2018
TRENTHAM BC,4x+,J14A.4x+,1,Chester LDS 2018
QUEEN'S PARK HIGH SCHOOL,4x+,J14A.4x+,2,Chester LDS 2018
QUEEN'S PARK HIGH SCHOOL,4x+,J14A.4x+,3,Chester LDS 2018
TRENTHAM BC,2x,J18A.2x,1,Chester LDS 2018
TRAFFORD RC,2x,J18A.2x,2,Chester LDS 2018
QUEEN'S PARK HIGH SCHOOL,2x,J17A.2x,1,Chester LDS 2018
HOLLINGWORTH LAKE RC,2x,J17A.2x,2,Chester LDS 2018
TRAFFORD RC,2x,J17A.2x,3,Chester LDS 2018
TRENTHAM BC,2x,J16A.2x,1,Chester LDS 2018
MERCHANT TAYLORS' SCHOOL,2x,J15A.2x,1,Chester LDS 2018
QUEEN'S PARK HIGH SCHOOL,2x,J15A.2x,2,Chester LDS 2018
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op 8+ - Open,1,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op 8+ - Open,2,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op U23 8+ U23,3,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-1,4,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-1,5,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op U23 8+ U20,6,Wallingford Head 2017
ST PAULS SCHOOL BOAT CLUB,8+,Op 8+ - Open,7,Wallingford Head 2017
ST PAULS SCHOOL BOAT CLUB,8+,Op 8+ - Open,8,Wallingford Head 2017
LEA ROWING CLUB,8+,Op 8+ BAND-1,9,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,4-,Op 4- BAND-1,10,Wallingford Head 2017
ST PAULS SCHOOL BOAT CLUB,8+,Op J18 8+ ,11,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-2,12,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-2,13,Wallingford Head 2017
ST PAULS SCHOOL BOAT CLUB,8+,Op J18 8+ ,14,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op U23 8+ U23,15,Wallingford Head 2017
ST EDWARD'S MARTYRS BOAT CLUB,8+,Op 8+ BAND-2,16,Wallingford Head 2017
SHIPLAKE COLLEGE BOAT CLUB,8+,Op 8+ BAND-2,17,Wallingford Head 2017
UPPER THAMES ROWING CLUB,8+,Op 8+ BAND-3,18,Wallingford Head 2017
ORIEL COLLEGE BOAT CLUB,8+,Op 8+ BAND-3,19,Wallingford Head 2017
ROYAL SHREWSBURY SCHOOL BOAT CLUB,8+,Op 8+ BAND-2,20,Wallingford Head 2017
MONMOUTH ROWING CLUB,8+,Op 8+ BAND-2,21,Wallingford Head 2017
ST EDWARDS SCHOOL BOAT CLUB,8+,Op U23 8+ U20,22,Wallingford Head 2017
NOTTINGHAM UNIVERSITY BOAT CLUB,8+,Op U23 8+ U23,23,Wallingford Head 2017
EXETER UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-3,24,Wallingford Head 2017
ROYAL SHREWSBURY SCHOOL BOAT CLUB,8+,Op 8+ BAND-2,25,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,4-,Op 4- BAND-1,26,Wallingford Head 2017
BRISTOL CITY OF ROWING CLUB,8+,Op 8+ BAND-2,27,Wallingford Head 2017
GREAT MARLOW SCHOOL BOAT CLUB,8+,Op 8+ BAND-2,28,Wallingford Head 2017
SABRINA CLUB,8+,Op 8+ BAND-4,29,Wallingford Head 2017
KINGS SCHOOL CANTERBURY THE BOAT CLUB,8+,Op 8+ BAND-2,30,Wallingford Head 2017
KINGS COLLEGE SCHOOL BOAT CLUB,8+,Op J18 8+ ,31,Wallingford Head 2017
WARWICK UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-2,32,Wallingford Head 2017
NOTTINGHAM UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-4,33,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,8+,Op U23 8+ U23,34,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op U23 8+ U23,35,Wallingford Head 2017
PEMBROKE COLLEGE (OXFORD) BOAT CLUB,8+,Op 8+ BAND-4,36,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-2,37,Wallingford Head 2017
LATYMER UPPER SCHOOL BOAT CLUB,8+,Op J18 8+ ,38,Wallingford Head 2017
CITY OF OXFORD ROWING CLUB,8+,Op 8+ BAND-3,39,Wallingford Head 2017
READING ROWING CLUB,8+,Op 8+ BAND-3,40,Wallingford Head 2017
EXETER UNIVERSITY BOAT CLUB,8+,Op U23 8+ U23,41,Wallingford Head 2017
SWANSEA UNIVERSITY ROWING CLUB,8+,Op 8+ BAND-4,42,Wallingford Head 2017
SHIPLAKE COLLEGE BOAT CLUB,8+,Op J18 8+ ,43,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,8+,Op 8+ BAND-2,44,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,4+,Op 4+ BAND-1,45,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-1,46,Wallingford Head 2017
SHIPLAKE COLLEGE BOAT CLUB,8+,Op J16 8+ ,47,Wallingford Head 2017
KINGS COLLEGE SCHOOL BOAT CLUB,8+,Op 8+ BAND-1,48,Wallingford Head 2017
EAST ANGLIA UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-5,49,Wallingford Head 2017
LEA ROWING CLUB,8+,Op 8+ BAND-3,50,Wallingford Head 2017
ROYAL SHREWSBURY SCHOOL BOAT CLUB,8+,Op J16 8+ ,51,Wallingford Head 2017
WARWICK UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-3,52,Wallingford Head 2017
BEDFORD MODERN SCHOOL BOAT CLUB,8+,Op J18 8+ ,53,Wallingford Head 2017
BEDFORD SCHOOL BOAT CLUB,8+,Op 8+ BAND-2,54,Wallingford Head 2017
SHIPLAKE COLLEGE BOAT CLUB,8+,Op J18 8+ ,55,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,4+,Op 4+ BAND-1,56,Wallingford Head 2017
BEDFORD SCHOOL BOAT CLUB,8+,Op 8+ BAND-3,57,Wallingford Head 2017
NORWICH SCHOOL BOAT CLUB,8+,Op J18 8+ ,58,Wallingford Head 2017
STAR CLUB,4-,Op 4- BAND-1,59,Wallingford Head 2017
LEA ROWING CLUB,4-,Op 4- BAND-1,60,Wallingford Head 2017
WOLFSON COLLEGE (OXFORD) BOAT CLUB,8+,Op 8+ BAND-3,61,Wallingford Head 2017
EXETER UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-4,62,Wallingford Head 2017
NORWICH SCHOOL BOAT CLUB,8+,Op J16 8+ ,63,Wallingford Head 2017
BEDFORD SCHOOL BOAT CLUB,8+,Op J18 8+ ,64,Wallingford Head 2017
CITY OF OXFORD ROWING CLUB,4-,Op 4- BAND-1,65,Wallingford Head 2017
UPPER THAMES ROWING CLUB,8+,Op MasC 8+ ,66,Wallingford Head 2017
BEDFORD SCHOOL BOAT CLUB,8+,Op J18 8+ ,67,Wallingford Head 2017
HENLEY ROWING CLUB,8+,Op 8+ BAND-4,68,Wallingford Head 2017
ABINGDON SCHOOL BOAT CLUB,8+,Op J16 8+ ,69,Wallingford Head 2017
BIRMINGHAM UNIVERSITY OF BOAT CLUB,8+,Op U23 8+ U23,71,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,8+,Op 8+ BAND-3,72,Wallingford Head 2017
KINGS SCHOOL CANTERBURY THE BOAT CLUB,8+,Op J16 8+ ,73,Wallingford Head 2017
NORWICH SCHOOL BOAT CLUB,8+,Op J16 8+ ,74,Wallingford Head 2017
NOTTINGHAM UNIVERSITY BOAT CLUB,4-,Op U23 4- ,75,Wallingford Head 2017
OXFORD BROOKES UNIVERSITY BOAT CLUB,4+,Op 4+ BAND-3,76,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,8+,Op J18 8+ ,77,Wallingford Head 2017
NOTTINGHAM UNIVERSITY BOAT CLUB,8+,Op 8+ BAND-5,78,Wallingford Head 2017
MONMOUTH SCHOOL ROWING CLUB,8+,Op J18 8+ ,80,Wallingford Head 2017
EXETER UNIVERSITY BOAT CLUB,8+,Op U23 8+ U23,82,Wallingford Head 2017
LATYMER UPPER SCHOOL BOAT CLUB,8+,Op J16 8+ ,83,Wallingford Head 2017
ST GEORGES COLLEGE BOAT CLUB,8+,Op J18 8+ ,85,Wallingford Head 2017
DULWICH COLLEGE BOAT CLUB,8+,Op J18 8+ ,86,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,8+,Op 8+ BAND-4,87,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,8+,Op U23 8+ U20,88,Wallingford Head 2017
NOTTINGHAM UNIVERSITY BOAT CLUB,4-,Op 4- BAND-2,89,Wallingford Head 2017
BRISTOL UNIVERSITY OF BOAT CLUB,4-,Op 4- BAND-2,90,Wallingford Head 2017
MONMOUTH SCHOOL ROWING CLUB,8+,Op J18 8+ ,91,Wallingford Head 2017
HERTFORD COLLEGE BOAT CLUB,8+,Op 8+ BAND-5,92,Wallingford Head 2017
ROYAL SHREWSBURY SCHOOL BOAT CLUB,8+,Op 8+ BAND-3,93,Wallingford Head 2017
WINCHESTER COLLEGE BOAT CLUB,8+,Op J16 8+ ,95,Wallingford Head 2017
CITY OF OXFORD ROWING CLUB,4+,Op 4+ BAND-1,96,Wallingford Head 2017
